"Time";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.01.2016 23:00";"-10.4";"751.3";"766.5";"0.3";"88";"Ветер, дующий с западо-северо-запада";"2";"";"";"90  или более, но не 100%";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"-12.0";"";"";"";"";"";"";
"21.01.2016 20:00";"-6.6";"751.0";"766.0";"1.2";"89";"Ветер, дующий с запада";"4";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"-2.6";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"70 – 80%.";"200-300";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-8.2";"5.0";"12";"";"";"";"";
"21.01.2016 17:00";"-3.4";"749.8";"764.5";"0.3";"92";"Ветер, дующий с юго-юго-запада";"5";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"4.0";"-4.5";"";"";"";"";"";"";
"21.01.2016 14:00";"-4.6";"749.5";"764.3";"-1.1";"91";"Ветер, дующий с юго-востока";"5";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-5.9";"5.0";"6";"";"";"";"";
"21.01.2016 11:00";"-7.3";"750.6";"765.7";"-1.3";"91";"Ветер, дующий с востоко-юго-востока";"6";"";"";"100%.";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"Ливень (ливни).";"Ливень (ливни).";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"200-300";"";"";"0.9";"-8.6";"";"";"";"";"";"";
"21.01.2016 08:00";"-12.4";"751.9";"767.3";"0.0";"87";"Ветер, дующий с востока";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час.  Диаметр смешанного отложения составляет 22 мм.";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"-14.0";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"2.2";"-14.1";"0.2";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"32.0";
"21.01.2016 05:00";"-12.8";"751.9";"767.3";"-0.6";"100";"Ветер, дующий с востока";"2";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман с отложением изморози, неба не видно. ";"Туман или ледяной туман или сильная мгла.";"Туман или ледяной туман или сильная мгла.";"";"";"";"";"";"";"";"0.1";"-12.8";"";"";"";"";"";"";
"21.01.2016 02:00";"-12.4";"752.5";"767.8";"0.5";"100";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";"Туман с отложением изморози, небо видно.  Диаметр смешанного отложения составляет 10 мм.";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"0.3";"-12.4";"";"";"";"";"";"";
"20.01.2016 23:00";"-10.6";"752.0";"767.3";"0.7";"90";"Ветер, дующий с юго-юго-запада";"3";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"4.0";"-11.9";"";"";"";"";"";"";
"20.01.2016 20:00";"-8.0";"751.3";"766.4";"1.2";"84";"Ветер, дующий с юго-запада";"2";"";"";"20–30%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"-4.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-10.2";"0.2";"12";"";"";"";"";
"20.01.2016 17:00";"-4.4";"750.1";"765.0";"1.6";"75";"Ветер, дующий с запада";"5";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-8.3";"";"";"";"";"";"";
"20.01.2016 14:00";"-4.0";"748.5";"763.3";"1.1";"76";"Ветер, дующий с запада";"6";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"10.0";"-7.7";"0.2";"6";"";"";"";"";
"20.01.2016 11:00";"-5.4";"747.4";"762.3";"1.8";"85";"Ветер, дующий с запада";"6";"";"";"90  или более, но не 100%";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-7.5";"";"";"";"";"";"";
"20.01.2016 08:00";"-6.4";"745.6";"760.6";"2.1";"89";"Ветер, дующий с запада";"7";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"-7.0";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.7";"-8.0";"2.0";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"32.0";
"20.01.2016 05:00";"-7.0";"743.5";"758.3";"1.5";"88";"Ветер, дующий с запада";"7";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Метель";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"3.7";"-8.7";"";"";"";"";"";"";
"20.01.2016 02:00";"-6.2";"742.0";"756.8";"1.7";"89";"Ветер, дующий с запада";"7";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"4.2";"-7.7";"0.6";"6";"";"";"";"";
"19.01.2016 23:00";"-6.1";"740.3";"755.1";"1.8";"87";"Ветер, дующий с запада";"5";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"4.5";"-8.0";"";"";"";"";"";"";
"19.01.2016 20:00";"-5.9";"738.5";"753.2";"1.6";"85";"Ветер, дующий с запада";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-5.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-8.1";"0.7";"12";"";"";"";"";
"19.01.2016 17:00";"-6.3";"736.9";"751.6";"1.8";"84";"Ветер, дующий с запада";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-8.6";"";"";"";"";"";"";
"19.01.2016 14:00";"-5.8";"735.1";"749.7";"1.1";"87";"Ветер, дующий с западо-северо-запада";"5";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-7.6";"0.7";"6";"";"";"";"";
"19.01.2016 11:00";"-5.3";"734.0";"748.6";"0.8";"90";"Ветер, дующий с западо-северо-запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.2";"-6.7";"";"";"";"";"";"";
"19.01.2016 08:00";"-5.0";"733.2";"747.7";"1.0";"96";"Ветер, дующий с западо-северо-запада";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Морось.";"-5.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"100-200";"";"";"1.5";"-5.6";"4.0";"12";"";"";"Неровный слой слежавшегося или мокрого снега покрывает почву полностью.";"31.0";
"19.01.2016 05:00";"-4.0";"732.2";"746.7";"-0.5";"94";"Ветер, дующий с северо-запада";"3";"";"";"100%.";"Морось замерзающая слабая. ";"Дождь.";"Морось.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"50-100";"";"";"1.7";"-4.8";"";"";"";"";"";"";
"19.01.2016 02:00";"-3.1";"732.7";"747.1";"-0.2";"95";"Ветер, дующий с северо-северо-запада";"4";"";"";"100%.";"Дождь замерзающий слабый.  Диаметр отложения при гололеде составляет 4 мм.";"Снег и/или другие виды твердых осадков";"Дождь.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"90  или более, но не 100%";"50-100";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"1.8";"-3.8";"4.0";"6";"";"";"";"";
"18.01.2016 23:00";"-2.8";"732.9";"747.3";"-0.8";"93";"Ветер, дующий с севера";"5";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Дождь.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.7";"-3.8";"";"";"";"";"";"";
"18.01.2016 20:00";"-3.0";"733.7";"748.2";"-2.0";"91";"Ветер, дующий с севера";"5";"";"";"100%.";"Дождь замерзающий слабый.  Диаметр отложения при гололеде составляет 3 мм.";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"-3.0";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"90  или более, но не 100%";"100-200";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-4.3";"8.0";"12";"";"";"";"";
"18.01.2016 17:00";"-4.0";"735.7";"750.3";"-1.4";"91";"Ветер, дующий с северо-северо-востока";"5";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"200-300";"";"";"2.2";"-5.2";"";"";"";"";"";"";
"18.01.2016 14:00";"-4.5";"737.1";"751.7";"-1.4";"91";"Ветер, дующий с севера";"4";"";"";"100%.";"Ледяная крупа.  Диаметр отложения при гололеде составляет 1 мм.";"Снег и/или другие виды твердых осадков";"Дождь.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"3.8";"-5.7";"1.0";"6";"";"";"";"";
"18.01.2016 11:00";"-5.4";"738.5";"753.2";"-1.1";"90";"Ветер, дующий с северо-северо-востока";"8";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-6.8";"";"";"";"";"";"";
"18.01.2016 08:00";"-6.0";"739.6";"754.4";"-0.9";"89";"Ветер, дующий с севера";"9";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"-7.2";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.8";"-7.5";"11.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"27.0";
"18.01.2016 05:00";"-6.8";"740.5";"755.2";"-1.4";"89";"Ветер, дующий с севера";"7";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"1.8";"-8.4";"";"";"";"";"";"";
"18.01.2016 02:00";"-6.9";"741.9";"756.7";"-0.4";"89";"Ветер, дующий с севера";"7";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.1";"-8.5";"6.0";"6";"";"";"";"";
"17.01.2016 23:00";"-6.2";"742.3";"757.1";"-0.6";"89";"Ветер, дующий с севера";"7";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"1.2";"-7.7";"";"";"";"";"";"";
"17.01.2016 20:00";"-4.9";"742.9";"757.6";"-0.6";"91";"Ветер, дующий с севера";"7";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"-1.8";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"1.9";"-6.2";"4.0";"12";"";"";"";"";
"17.01.2016 17:00";"-3.9";"743.5";"758.2";"-0.3";"89";"Ветер, дующий с севера";"6";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Снег и/или другие виды твердых осадков";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.4";"-5.4";"";"";"";"";"";"";
"17.01.2016 14:00";"-2.0";"743.8";"758.4";"-0.2";"80";"Ветер, дующий с севера";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"40%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-5.1";"Следы осадков";"6";"";"";"";"";
"17.01.2016 11:00";"-2.1";"744.0";"758.6";"0.3";"79";"Ветер, дующий с северо-северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-5.3";"";"";"";"";"";"";
"17.01.2016 08:00";"-1.8";"743.7";"758.3";"0.8";"84";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"-1.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-4.2";"Следы осадков";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"8.0";
"17.01.2016 05:00";"-1.3";"742.9";"757.5";"-0.1";"91";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"40%.";"300-600";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-2.6";"";"";"";"";"";"";
"17.01.2016 02:00";"0.1";"743.0";"757.5";"0.1";"96";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";"Дымка. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"-0.5";"Следы осадков";"6";"";"";"";"";
"16.01.2016 23:00";"0.7";"742.9";"757.3";"0.2";"100";"Ветер, дующий с юга";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"";"";"";"";"";"";"0.7";"0.7";"";"";"";"";"";"";
"16.01.2016 20:00";"0.3";"742.7";"757.2";"-0.4";"94";"Ветер, дующий с юго-юго-востока";"5";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Дождь со снегом или другими видами твердых осадков";"";"0.3";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"100-200";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"5.0";"-0.5";"7.0";"12";"";"";"";"";
"16.01.2016 17:00";"0.1";"743.1";"757.6";"-0.7";"96";"Ветер, дующий с юго-востока";"7";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Дождь со снегом или другими видами твердых осадков";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"100-200";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"1.1";"-0.5";"";"";"";"";"";"";
"16.01.2016 14:00";"-1.4";"743.8";"758.4";"-2.3";"94";"Ветер, дующий с востоко-юго-востока";"9";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"100-200";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"1.4";"-2.2";"2.0";"6";"";"";"";"";
"16.01.2016 11:00";"-2.9";"746.1";"760.8";"-2.8";"88";"Ветер, дующий с востоко-юго-востока";"11";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"200-300";"";"";"4.0";"-4.6";"";"";"";"";"";"";
"16.01.2016 08:00";"-3.8";"748.9";"763.7";"-0.8";"83";"Ветер, дующий с востоко-юго-востока";"6";"";"";"100%.";" ";"";"";"-6.6";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"40%.";"300-600";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-6.3";"";"";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.";"2.0";
"16.01.2016 05:00";"-4.4";"749.7";"764.5";"-1.2";"79";"Ветер, дующий с востока";"7";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-7.5";"";"";"";"";"";"";
"16.01.2016 02:00";"-5.4";"750.9";"765.8";"-0.8";"80";"Ветер, дующий с востоко-юго-востока";"5";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-8.3";"";"";"";"";"";"";
"15.01.2016 23:00";"-6.6";"751.7";"766.7";"0.1";"81";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-9.4";"";"";"";"";"";"";
"15.01.2016 20:00";"-5.9";"751.6";"766.6";"-0.2";"74";"Ветер, дующий с юго-востока";"2";"";"";"20–30%.";" ";"";"";"";"-1.1";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-9.8";"";"";"";"";"";"";
"15.01.2016 17:00";"-2.8";"751.8";"766.6";"0.8";"61";"Ветер, дующий с юга";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-9.4";"";"";"";"";"";"";
"15.01.2016 14:00";"-1.4";"751.0";"765.7";"0.6";"52";"Ветер, дующий с запада";"4";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-10.0";"";"";"";"";"";"";
"15.01.2016 11:00";"-1.8";"750.4";"765.1";"0.8";"57";"Ветер, дующий с запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-9.2";"";"";"";"";"";"";
"15.01.2016 08:00";"-3.5";"749.6";"764.4";"1.4";"76";"Ветер, дующий с западо-юго-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"-4.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-7.1";"";"";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.";"2.0";
"15.01.2016 05:00";"-3.8";"748.2";"763.0";"0.7";"76";"Ветер, дующий с запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-7.5";"";"";"";"";"";"";
"15.01.2016 02:00";"-4.1";"747.5";"762.3";"1.1";"73";"Ветер, дующий с запада";"2";"";"";"50%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-8.3";"";"";"";"";"";"";
"14.01.2016 23:00";"-1.5";"746.4";"761.0";"1.8";"64";"Ветер, дующий с западо-северо-запада";"4";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-7.5";"";"";"";"";"";"";
